1,24108294
1001,1100075
1004,88011861
1005,18105297
1006,18404414
1007,21897392
1008,57574286
1009,84386536
1010,43055300
1011,60046424
1012,88878174
1013,60080243
1014,66489391
1015,10949810
1016,80811720
1017,61647855
1018,87796415
1019,9462059
1020,54983468
1021,4218297
1022,3054012
1023,42877599
1024,55485172
1025,67664966
1026,80331085
1028,87785911
1029,58308709
1030,54375694
1031,22663431
1032,3483712
1033,88794706
1036,63279708
1037,6570452
1038,58860184
1039,68932340
104,9302654
1042,21976823
1043,46174190
1046,90944652
1047,60263975
1049,62281586
1050,96539459
1052,65577895
1053,57152547
1054,63814185
1057,19852686
1058,64643526
1059,3328506
106,93186753
1060,62139291
1061,68251401
1062,71766289
1066,2830199
1067,10026364
1069,22347200
1072,4128083
1091,5473004
11,63391702
110,71279988
111,69919878
1114,18061641
1129,62391877
1133,72839843
1149,79720968
1164,93903055
1170,9943272
1175,66821201
119,54395499
1192,33341496
1194,67715158
1199,80236724
1218,51068951
1219,62750144
1230,44324282
1236,86766779
1239,95333498
1241,10843661
1242,370579
1243,65087177
1248,20897732
1259,79875132
1262,87070937
1264,68432721
1268,92228882
127,31956634
133,22204868
134,24230041
135,43173966
136,57618229
1371,63359589
1372,83156656
1373,18799859
1375,80517024
1377,3622411
1378,8732102
140,88305737
147,58688586
1494,68941481
1495,61743690
1498,71910445
150,7507326
1502,7908065
151,65547932
152,11741494
1526,66774384
1527,64847691
1529,64327068
1530,62752613
154,10506156
155,65142444
156,2823490
157,46678439
158,62610553
159,43488678
163,50846059
165,18524615
166,24830478
167,60776321
170,73445632
171,2135746
172,22710576
173,24277243
175,62073071
176,44354371
177,40940391
178,4282353
179,513785
180,80998542
182,61578861
184,6227929
185,56159955
186,7246491
192,54387366
193,42670659
194,56404722
196,64397251
197,9512190
199,63912354
200,19353161
201,23859556
202,31720636
203,4980322
204,82191884
205,4042944
206,67076610
207,2708522
208,45982005
219,2765615
221,78318998
222,6325299
223,97002482
224,2715358
226,27883707
228,2175039
229,23729106
230,39226423
238,45381192
245,84754152
249,17748422
254,65548805
255,12180771
258,69897779
260,58392922
262,87549994
263,24804442
265,84728087
266,97256439
268,71992400
269,58494934
271,87191765
272,2464475
273,13172866
274,6935186
275,43546825
276,9630033
277,55589304
279,4832140
281,3835482
282,64096524
283,61909601
287,52501071
288,90133039
29,2789073
290,53071358
291,53712247
292,57525282
293,3903092
294,57261555
295,59767364
298,60567922
299,60487594
3,66108314
30,73913924
300,17488811
301,62984923
302,63008054
303,63229606
304,67821853
305,79347277
306,24948440
308,26430430
309,94149142
310,96101675
312,82757038
32,83132953
326,42388151
328,69284079
333,77424556
34,45505634
341,71514976
345,53945478
35,60023294
37,18157697
38,71106923
41,67148735
45,96358017
5,76766540
51,21322311
52,27431433
53,10338987
54,10330310
55,1024855
56,89092917
59,90844162
6,62766718
60,4545430
62,5138895
63,5130057
64,11579470
71,65531754
83,51263758
86,715595
87,42947741
88,22732725
89,63874316
9,57045149
91,36714041
94,78775687
